timestamp,ch1,ch2,ch3
1746888171.6748707,63,19,18
1746888171.6748707,99,54,27
1746888171.679928,84,38,19
1746888171.679928,92,47,15
1746888171.6844635,94,42,16
1746888171.6849716,95,63,23
1746888171.6895194,108,48,15
1746888171.6900618,82,59,11
1746888171.6945925,103,58,10
1746888171.6956067,69,71,5
1746888171.6996694,98,66,11
1746888171.7007148,56,68,7
1746888171.7047338,76,76,4
1746888171.705746,44,85,2
1746888171.7097535,53,74,11
1746888171.7107694,8,77,-2
1746888171.714799,42,81,6
1746888171.7158444,-6,76,-10
1746888171.7198515,20,77,7
1746888171.7208612,-40,80,-2
1746888171.7248805,-21,81,-8
1746888171.7259338,-58,84,-15
1746888171.7299473,-27,80,-13
1746888171.7312355,-72,79,-18
1746888171.7347722,-59,79,2
1746888171.7363365,-82,57,-18
1746888171.739867,-84,74,-6
1746888171.7414207,-89,56,-8
1746888171.7449586,-90,65,-16
1746888171.7465022,-97,53,-23
1746888171.7495148,-96,56,-8
1746888171.7511833,-91,55,-25
1746888171.7541893,-100,63,-11
1746888171.7560804,-92,30,-32
1746888171.7585926,-99,54,-32
1746888171.7611525,-71,25,-29
1746888171.7631686,-87,30,-28
1746888171.7665796,-57,10,-30
1746888171.7681344,-71,25,-25
1746888171.771645,-18,0,-38
1746888171.7731605,-51,10,-34
1746888171.776672,-9,-1,-42
1746888171.778193,-18,18,-40
1746888171.7817187,31,-2,-44
1746888171.7832732,1,7,-27
1746888171.7862937,46,-18,-45
1746888171.7878532,19,-19,-30
1746888171.7913988,73,-31,-40
1746888171.7929544,54,-14,-40
1746888171.7964756,85,-38,-41
1746888171.797993,68,-31,-48
1746888171.801503,90,-53,-46
1746888171.802508,81,-46,-41
1746888171.8065233,94,-63,-46
1746888171.8075294,91,-50,-37
1746888171.8115535,91,-61,-52
1746888171.812071,97,-61,-41
1746888171.8165824,95,-71,-52
1746888171.8210964,72,-78,-58
1746888171.821612,92,-76,-51
1746888171.8256176,65,-86,-52
1746888171.8261397,80,-82,-58
1746888171.8306782,58,-79,-57
1746888171.8306782,33,-80,-64
1746888171.835355,33,-74,-49
1746888171.835865,14,-86,-62
1746888171.8398743,9,-75,-62
1746888171.8403842,-11,-70,-48
1746888171.844939,-19,-70,-58
1746888171.844939,-31,-72,-63
1746888171.8496485,-30,-75,-59
1746888171.850157,-52,-79,-49
1746888171.8541641,-54,-86,-68
1746888171.854689,-77,-65,-65
1746888171.8592412,-83,-80,-65
1746888171.8592412,-97,-71,-67
1746888171.8642623,-85,-73,-50
1746888171.8647673,-98,-64,-55
1746888171.8687909,-108,-69,-65
1746888171.8692992,-108,-60,-51
1746888171.87385,-107,-63,-60
1746888171.8743722,-105,-55,-56
1746888171.8783772,-102,-43,-63
1746888171.8788824,-86,-43,-57
1746888171.883394,-82,-41,-60
1746888171.8839107,-77,-27,-55
1746888171.8879163,-73,-22,-51
1746888171.8884213,-45,-26,-67
1746888171.8929327,-30,-17,-51
1746888171.8929327,-51,-14,-51
1746888171.897443,-6,0,-61
1746888171.8979683,-30,-15,-52
1746888171.9019885,20,12,-57
1746888171.9034333,9,2,-51
1746888171.9069674,51,24,-49
1746888171.9085095,21,18,-58
1746888171.9123578,76,35,-54
1746888171.9133623,44,25,-57
1746888171.9173672,82,44,-50
1746888171.9184175,66,25,-48
1746888171.922432,100,55,-53
1746888171.923485,90,40,-45
1746888171.927502,99,45,-48
1746888171.928523,92,49,-43
1746888171.9325302,99,66,-46
1746888171.933541,92,51,-58
1746888171.937547,95,71,-38
1746888171.9387317,93,59,-42
1746888171.9422784,74,71,-35
1746888171.9432945,85,65,-46
1746888171.9469686,48,66,-48
1746888171.9479787,77,64,-41
1746888171.9519982,35,84,-34
1746888171.9530044,61,75,-35
1746888171.9570208,2,80,-46
1746888171.957535,32,87,-42
1746888171.961541,-10,81,-28
1746888171.9620454,8,72,-46
1746888171.9665546,-40,75,-29
1746888171.9677203,-20,71,-37
1746888171.9717276,-53,79,-28
1746888171.9727368,-31,72,-41
1746888171.9767435,-70,69,-26
1746888171.9777539,-54,83,-27
1746888171.9817762,-84,76,-18
1746888171.9828198,-78,67,-24
1746888171.9868243,-102,51,-23
1746888171.9878361,-82,72,-25
1746888171.9918413,-90,62,-15
1746888171.9928486,-106,61,-16
1746888171.9968538,-91,55,-20
1746888171.997361,-90,50,-10
1746888172.0013685,-79,45,-13
1746888172.0018733,-87,45,-20
1746888172.0064013,-94,47,-16
1746888172.0064013,-76,23,-12
1746888172.0114179,-76,30,-17
1746888172.011925,-41,25,-4
1746888172.0164385,-42,13,-2
1746888172.0169766,-19,13,-4
1746888172.0210042,-17,11,4
1746888172.0215113,-1,6,-10
1746888172.0255163,-8,-2,4
1746888172.0260198,24,-19,-2
1746888172.0300756,23,-19,-4
1746888172.030603,43,-18,12
1746888172.0351465,72,-26,1
1746888172.0351465,46,-25,6
1746888172.0396638,81,-41,6
1746888172.0402179,73,-28,14
1746888172.0447302,86,-55,18
1746888172.045277,88,-45,18
1746888172.0503054,102,-47,22
1746888172.0497882,95,-45,9
1746888172.0550969,95,-62,10
1746888172.0556045,101,-55,10
1746888172.0604787,82,-62,32
1746888172.0604787,97,-52,28
1746888172.0656443,80,-68,21
1746888172.0656443,99,-59,15
1746888172.0701559,66,-67,23
1746888172.071703,74,-68,18
1746888172.075261,44,-87,23
1746888172.0762691,54,-71,26
1746888172.0804863,17,-81,36
1746888172.081008,27,-88,39
1746888172.0855436,-9,-76,31
1746888172.086052,18,-81,42
1746888172.0905635,-36,-84,40
1746888172.0913045,-13,-78,32
1746888172.0958319,-42,-70,31
1746888172.1006534,-71,-68,33
1746888172.1057327,-87,-80,38
1746888172.1104217,-89,-67,49
1746888172.1109278,-90,-61,47
1746888172.115438,-108,-47,54
1746888172.1159537,-107,-52,47
1746888172.120463,-101,-42,43
1746888172.1209784,-98,-57,57
1746888172.1254907,-80,-33,50
1746888172.1260455,-94,-54,45
1746888172.130581,-81,-47,56
1746888172.130581,-72,-38,58
1746888172.1352744,-52,-28,53
1746888172.1357825,-77,-34,49
1746888172.1403313,-47,-16,60
1746888172.1403313,-27,-20,54
1746888172.1448567,-25,-18,47
1746888172.1453655,-7,5,63
1746888172.149914,-9,0,61
1746888172.1509302,25,19,51
1746888172.1549246,32,3,48
1746888172.155932,40,14,65
1746888172.1594641,39,13,58
1746888172.1609733,67,26,52
1746888172.164504,62,26,51
1746888172.1655898,81,36,66
1746888172.1692562,83,33,50
1746888172.1707919,102,47,60
1746888172.1743433,95,40,53
1746888172.1758883,96,57,65
1746888172.179424,103,51,53
1746888172.180966,101,69,62
1746888172.1845496,99,54,64
1746888172.1860764,86,71,53
1746888172.1895983,88,59,60
1746888172.191133,69,68,68
1746888172.194671,84,81,52
1746888172.1966758,62,83,54
1746888172.1997366,58,66,52
1746888172.2012558,26,76,54
1746888172.2048056,33,69,59
1746888172.2063355,15,84,66
1746888172.2098784,12,72,58
1746888172.211439,-7,73,51
1746888172.2149558,-9,83,59
1746888172.21649,-46,86,57
1746888172.2200544,-35,85,63
1746888172.2216065,-66,70,47
1746888172.2251318,-59,75,45
1746888172.2266707,-86,78,50
1746888172.2308464,-74,66,49
1746888172.2313561,-87,57,59
1746888172.235904,-97,65,60
1746888172.2364473,-89,63,55
1746888172.2409654,-89,54,55
1746888172.2459736,-91,48,42
1746888172.2464943,-107,63,49
1746888172.2510319,-92,36,37
1746888172.2515619,-86,51,44
1746888172.2561176,-71,19,37
1746888172.2566593,-82,37,35
1746888172.2611904,-46,28,42
1746888172.2617009,-59,26,34
1746888172.2662408,-25,19,35
1746888172.266787,-49,17,30
1746888172.2713046,-5,-3,27
1746888172.2718236,-30,8,42
1746888172.2764575,27,-14,33
1746888172.2770698,-4,4,27
1746888172.2815883,46,-18,23
1746888172.286628,49,-15,29
1746888172.286628,68,-28,32
1746888172.2915926,59,-25,21
1746888172.2920973,90,-47,15
1746888172.2966084,74,-34,33
1746888172.2966084,87,-57,20
1746888172.3012846,90,-38,18
1746888172.3023264,102,-46,23
1746888172.3063323,97,-60,17
1746888172.3073428,91,-56,15
1746888172.3113627,102,-69,19
1746888172.3118799,80,-60,10
1746888172.3163936,83,-58,21
1746888172.3163936,82,-72,11
1746888172.3209257,67,-63,14
1746888172.3209257,60,-76,-3
1746888172.3254435,51,-76,6
1746888172.3259528,32,-81,4
1746888172.3299892,41,-75,11
1746888172.330515,16,-77,6
1746888172.3350682,3,-76,-2
1746888172.3350682,-7,-74,1
1746888172.3396199,-8,-80,-8
1746888172.3401787,-40,-80,-4
1746888172.3441997,-37,-82,3
1746888172.3447068,-64,-76,-10
1746888172.3487165,-56,-83,-9
1746888172.3492193,-81,-75,-15
1746888172.3537488,-72,-82,-19
1746888172.3537488,-99,-58,-18
1746888172.3582757,-98,-64,-14
1746888172.3587828,-98,-63,-16
1746888172.3633285,-97,-63,-25
1746888172.3638704,-108,-49,-25
1746888172.3685727,-101,-52,-13
1746888172.3690975,-97,-54,-16
1746888172.3736076,-91,-56,-27
1746888172.374125,-77,-40,-30
1746888172.3788445,-90,-42,-20
1746888172.3788445,-70,-28,-37
1746888172.38354,-60,-34,-35
1746888172.38354,-46,-12,-33
1746888172.3881938,-49,-29,-40
1746888172.3888116,-24,-9,-31
1746888172.3935099,-17,-20,-38
1746888172.3935099,9,-10,-38
1746888172.3981223,1,-7,-41
1746888172.3987393,22,9,-40
1746888172.4027677,23,9,-39
1746888172.4033768,54,12,-37
1746888172.4074764,55,11,-31
1746888172.4080808,68,32,-52
1746888172.4120882,64,33,-44
1746888172.412683,88,40,-41
1746888172.416785,88,40,-49
1746888172.417398,101,46,-50
1746888172.4221256,102,53,-43
1746888172.4227443,107,53,-40
1746888172.426841,90,50,-51
1746888172.4274492,102,67,-56
1746888172.4321523,93,69,-58
1746888172.4321523,90,62,-45
1746888172.4368124,80,60,-46
1746888172.437426,80,78,-43
1746888172.4421349,69,66,-60
1746888172.4421349,67,67,-49
1746888172.4469547,33,84,-49
1746888172.4474611,60,73,-58
1746888172.4515688,18,70,-57
1746888172.452795,38,69,-51
1746888172.4565086,-22,80,-66
1746888172.4576113,16,86,-66
1746888172.461646,-37,84,-63
1746888172.4626553,-16,74,-48
1746888172.4666705,-61,83,-59
1746888172.4682572,-32,70,-61
1746888172.4713151,-79,64,-56
1746888172.473017,-68,68,-56
1746888172.4761176,-99,62,-68
1746888172.4777286,-71,74,-65
1746888172.4812427,-92,52,-63
1746888172.482686,-94,62,-62
1746888172.4857342,-97,56,-58
1746888172.4872892,-99,68,-58
1746888172.4903204,-103,51,-61
1746888172.4922452,-94,59,-66
1746888172.4951575,-84,29,-66
1746888172.4966757,-89,39,-51
1746888172.4996808,-78,25,-54
1746888172.5011928,-78,29,-54
1746888172.5048003,-57,28,-68
1746888172.505892,-65,32,-53
1746888172.5096097,-19,2,-61
1746888172.5107875,-47,9,-60
1746888172.5145655,-6,0,-61
1746888172.5156279,-15,6,-51
1746888172.5193431,24,-4,-51
1746888172.5205657,2,0,-56
1746888172.5242167,56,-24,-52
1746888172.525321,24,-9,-55
1746888172.528704,61,-26,-52
1746888172.5299017,55,-19,-52
1746888172.5336847,89,-44,-49
1746888172.5347595,60,-25,-44
1746888172.5385404,99,-53,-48
1746888172.5402555,87,-37,-56
1746888172.5432632,106,-59,-43
1746888172.545273,89,-56,-58
1746888172.5482783,96,-66,-42
1746888172.5503585,97,-64,-49
1746888172.5528836,91,-62,-38
1746888172.5548937,88,-69,-43
1746888172.557962,68,-67,-40
1746888172.55968,80,-68,-46
1746888172.5627775,58,-67,-34
1746888172.5643642,72,-66,-41
1746888172.5674665,28,-83,-35
1746888172.56916,62,-67,-43
1746888172.5721679,2,-80,-41
1746888172.5739853,34,-70,-38
1746888172.5770977,-5,-86,-31
1746888172.5787594,10,-80,-36
1746888172.5818653,-32,-82,-22
1746888172.5838356,-11,-85,-27
1746888172.5864878,-62,-82,-19
1746888172.588613,-32,-83,-39
1746888172.5916815,-73,-81,-21
1746888172.5932178,-51,-79,-28
1746888172.5962253,-82,-72,-29
1746888172.5982373,-78,-63,-17
1746888172.6010737,-107,-56,-29
1746888172.602792,-83,-75,-18
1746888172.6059258,-90,-57,-22
1746888172.6077092,-92,-71,-24
1746888172.6107152,-98,-46,-18
1746888172.6127238,-109,-64,-8
1746888172.6154885,-84,-41,-5
1746888172.6176407,-87,-41,-16
1746888172.620256,-63,-37,-5
1746888172.6228166,-83,-47,-20
1746888172.6249256,-43,-23,-1
1746888172.6281574,-70,-32,-6
1746888172.6297338,-18,-10,1
1746888172.6332462,-53,-12,-9
1746888172.634253,-10,8,-7
1746888172.6378455,-22,-15,-12
1746888172.639092,32,7,1
1746888172.6426044,-8,4,9
1746888172.6436124,45,17,9
1746888172.6476417,30,19,5
1746888172.6481595,67,24,11
1746888172.6527321,78,31,11
1746888172.6527321,45,10,-4
1746888172.6577432,58,38,9

1746888172.6622553,105,62,9
1746888172.6627607,74,34,14
1746888172.6674714,107,58,19
1746888172.668053,100,49,13
1746888172.6721852,99,61,23
1746888172.672704,108,62,16
1746888172.676851,82,66,23
1746888172.67736,91,52,24
1746888172.6818776,55,78,22
1746888172.6823988,94,62,30
1746888172.6864266,35,80,26
1746888172.6869447,80,67,28
1746888172.690951,15,85,34
1746888172.6914558,67,66,34
1746888172.6955564,-18,69,34
1746888172.6960635,34,78,40
1746888172.7007008,-31,85,45
1746888172.7055116,-11,75,35
1746888172.7055116,-49,82,42
1746888172.710286,-46,74,35
1746888172.7152977,-65,77,38
1746888172.7152977,-96,65,46
1746888172.7197933,-102,53,54
1746888172.7245307,-92,49,38
1746888172.729068,-102,51,41
1746888172.7295835,-98,47,53
1746888172.73411,-87,36,59
1746888172.733596,-91,57,42
1746888172.7386262,-74,28,51
1746888172.739135,-87,44,49
1746888172.743245,-40,23,49
1746888172.7437518,-81,45,47
1746888172.7477646,-19,19,56
1746888172.7482738,-59,29,54
1746888172.752787,-2,-10,60
1746888172.753301,-58,26,60
1746888172.7573264,27,-7,63
1746888172.7578347,-31,10,59
1746888172.7623563,53,-12,64
1746888172.7628827,-6,4,52
1746888172.767449,25,-17,57
1746888172.767449,77,-33,50
1746888172.7720716,45,-18,58
1746888172.772592,89,-39,63
1746888172.7765996,70,-28,55
1746888172.7776113,104,-39,50
1746888172.7811694,77,-29,58
1746888172.7821767,106,-50,53
1746888172.7857049,92,-43,65
1746888172.786759,88,-53,62
1746888172.79071,92,-64,54
1746888172.7912598,88,-73,50
1746888172.7952669,89,-65,49
1746888172.7957728,73,-67,54
1746888172.8003147,96,-72,55
1746888172.8008358,55,-81,67
1746888172.8083718,70,-66,61
1746888172.8083718,43,-77,56
1746888172.813372,49,-69,48
1746888172.8138819,14,-83,55
1746888172.8184016,44,-78,64
1746888172.8189268,-4,-89,47
1746888172.823599,18,-83,56
1746888172.8241081,-45,-73,49
1746888172.8286283,-4,-76,52
1746888172.8296387,-66,-86,45
1746888172.8337643,-45,-75,56
1746888172.8342896,-71,-63,52
1746888172.8388143,-58,-84,55
1746888172.8393378,-87,-65,41
1746888172.8438568,-79,-81,60
1746888172.8443859,-95,-70,54
1746888172.8489046,-87,-77,43
1746888172.8494253,-90,-62,46
1746888172.8534477,-90,-65,51
1746888172.8539574,-100,-39,53
1746888172.8579648,-91,-52,39
1746888172.8584702,-94,-30,40
1746888172.862476,-94,-52,49
1746888172.8629825,-72,-34,44
1746888172.867496,-47,-29,42
1746888172.867496,-82,-34,44
1746888172.8721638,-16,-3,40
1746888172.8726702,-68,-33,32
1746888172.8771818,1,5,35
1746888172.8776996,-39,-24,45
1746888172.8817084,17,5,39
1746888172.8822145,-33,-2,28
1746888172.8863094,50,20,39
1746888172.8868346,-5,-9,29
1746888172.8908546,76,29,29
1746888172.8913646,25,12,31
1746888172.8953705,81,36,16
1746888172.8958762,48,28,36
1746888172.8998833,95,45,17
1746888172.900895,73,23,21
1746888172.904411,89,63,18
1746888172.9055085,88,38,21
1746888172.9090283,96,57,9
1746888172.910464,86,54,23
1746888172.9134724,85,72,17
1746888172.9149818,100,51,26
1746888172.9184978,76,66,11
1746888172.919505,99,67,14
1746888172.9235215,57,72,11
1746888172.924042,81,69,9
1746888172.9285686,83,68,16
1746888172.9333901,4,72,-5
1746888172.9333901,57,66,15
1746888172.9384732,-9,76,-4
1746888172.9430406,5,88,-6
1746888172.943548,-30,73,3
1746888172.9475758,-21,82,6
1746888172.9481025,-66,80,-15
1746888172.9526267,-76,70,-18
1746888172.9576027,-66,84,2
1746888172.9581084,-98,64,-17
1746888172.9621284,-70,69,-19
1746888172.9626355,-94,52,-17
1746888172.9666421,-81,69,-21
1746888172.9678066,-103,59,-10
1746888172.9713573,-90,63,-23
1746888172.9723737,-96,49,-25
1746888172.9759061,-97,57,-15
1746888172.976924,-84,34,-18
1746888172.9815328,-103,40,-21
1746888172.9822717,-74,28,-33
1746888172.9873788,-82,43,-24
1746888172.9879127,-52,28,-32
1746888172.9919186,-69,27,-22
1746888172.9924228,-29,16,-32
1746888172.996942,3,-5,-45

1746888173.0017383,-19,14,-25
1746888173.002244,16,-15,-37
1746888173.0062523,-1,3,-28
1746888173.0072632,39,-12,-48
1746888173.010779,29,-2,-41
1746888173.0118082,69,-34,-42
1746888173.0157104,47,-24,-48
1746888173.016726,77,-45,-45
1746888173.0201595,76,-24,-40
1746888173.0211785,97,-46,-53
1746888173.0246882,88,-37,-42
1746888173.025695,98,-51,-48
1746888173.0297124,89,-39,-56
1746888173.0302305,103,-67,-56
1746888173.034746,95,-46,-50
1746888173.0352616,89,-70,-61
1746888173.0392675,92,-60,-49
1746888173.0397723,79,-66,-62
1746888173.0442843,88,-71,-60
1746888173.044811,56,-75,-46
1746888173.0488317,74,-82,-58
1746888173.0493624,38,-77,-49
1746888173.053376,48,-75,-59
1746888173.0538797,16,-82,-60
1746888173.0578852,32,-72,-52
1746888173.058894,-18,-80,-56
1746888173.0623941,4,-70,-56
1746888173.0634038,-36,-71,-63
1746888173.0674121,-10,-74,-55
1746888173.0679214,-50,-76,-67
1746888173.0719278,-35,-71,-53
1746888173.0724323,-77,-74,-67
1746888173.0765412,-64,-70,-53
1746888173.0770473,-99,-75,-55
1746888173.081168,-73,-64,-68
1746888173.0816734,-104,-57,-59
1746888173.0856998,-84,-75,-57
1746888173.08671,-99,-58,-65
1746888173.0903914,-99,-62,-53
1746888173.0913975,-87,-50,-61
1746888173.0949285,-107,-51,-64
1746888173.095939,-87,-31,-59
1746888173.0994494,-103,-38,-66
1746888173.1004574,-68,-35,-69
1746888173.1044798,-84,-32,-55
1746888173.105486,-47,-20,-57
1746888173.1089966,-62,-24,-62
1746888173.1100132,-18,-9,-55
1746888173.1135278,-43,-16,-59
1746888173.1145353,-9,-7,-67
1746888173.1186457,-30,-16,-53
1746888173.1191647,18,7,-50
1746888173.1231713,-9,3,-50
1746888173.1244016,57,22,-48
1746888173.1279142,33,5,-48
1746888173.1294348,58,21,-63
1746888173.1324408,56,9,-46
1746888173.1344507,90,41,-51
1746888173.1369722,68,28,-63
1746888173.1389794,89,39,-41
1746888173.1416047,93,42,-61
1746888173.143615,94,50,-39
1746888173.146131,87,40,-50
1746888173.1481395,90,62,-44
1746888173.1511571,99,58,-55
1746888173.1527207,96,67,-47
1746888173.155728,94,67,-46
1746888173.1572375,84,71,-41
1746888173.1607492,88,71,-49
1746888173.161755,48,74,-35
1746888173.165591,74,80,-47
1746888173.1665974,30,72,-41
1746888173.170109,59,68,-47
1746888173.1718533,19,88,-40
1746888173.1748776,28,76,-33
1746888173.1768196,-4,86,-30
1746888173.1798337,16,76,-38
1746888173.181685,-30,71,-32
1746888173.1846933,-12,77,-31
1746888173.186202,-66,67,-28
1746888173.189229,-36,81,-39
1746888173.1912634,-84,77,-18
1746888173.1938083,-50,70,-22
1746888173.1958163,-88,63,-25
1746888173.1985688,-83,77,-18
1746888173.2005758,-92,65,-11
1746888173.2030869,-99,63,-24
1746888173.205096,-102,63,-14
1746888173.207608,-98,51,-29
1746888173.2096138,-99,53,-14
1746888173.2126296,-99,53,-19
1746888173.2141511,-87,47,-18
1746888173.2171714,-98,48,-8
1746888173.2188792,-71,30,-16
1746888173.221899,-76,38,-2
1746888173.2239122,-46,25,-12
1746888173.2264528,-64,35,-9
1746888173.228483,-31,13,-4
1746888173.2310128,-55,23,0
1746888173.232949,-5,4,9
1746888173.235463,-17,1,-6
1746888173.2374685,22,-1,0
1746888173.2399793,1,1,-2
1746888173.241965,46,-17,12
1746888173.2445374,18,-15,9
1746888173.246567,64,-35,17
1746888173.2493594,40,-29,14
1746888173.2513769,81,-31,17
1746888173.2537475,64,-29,-1
1746888173.2561152,99,-46,10
1746888173.2581253,79,-34,12
1746888173.2606366,103,-51,17
1746888173.2626426,85,-40,5
1746888173.2653458,105,-56,17
1746888173.267369,106,-62,21
1746888173.2700896,88,-61,20
1746888173.2721114,101,-61,23
1746888173.2745907,83,-78,34
1746888173.2765934,90,-61,25
1746888173.2791326,52,-76,34
1746888173.2811544,71,-81,17
1746888173.2835724,43,-83,23
1746888173.2858245,64,-86,24
1746888173.2882133,2,-88,37
1746888173.290689,29,-83,40
1746888173.2931037,-14,-75,42
1746888173.2955258,19,-79,25
1746888173.2977273,-39,-71,30
1746888173.3002841,-13,-72,33
1746888173.3023176,-65,-75,48
1746888173.3048518,-35,-74,35
1746888173.306886,-81,-67,47
1746888173.3094492,-55,-75,47
1746888173.31149,-87,-70,47
1746888173.3140132,-73,-66,52
1746888173.3160331,-98,-54,37
1746888173.319243,-83,-66,50
1746888173.3211958,-103,-61,49
1746888173.3237276,-107,-67,51
1746888173.3262753,-103,-49,50
1746888173.3288171,-97,-58,55
1746888173.330823,-89,-30,46
1746888173.3335452,-89,-56,49
1746888173.3355525,-61,-39,57
1746888173.3386486,-87,-35,45
1746888173.3401718,-39,-24,54
1746888173.3431778,-74,-30,51
1746888173.3446891,-33,-10,52
1746888173.3482356,-55,-15,59
1746888173.3492475,7,-10,54
1746888173.3531559,-28,-17,54
1746888173.3537169,16,16,63
1746888173.357722,2,4,63
1746888173.3582273,41,16,53
1746888173.3628006,25,12,56
1746888173.363858,64,21,63
1746888173.3684046,75,41,50
1746888173.3730056,100,51,66
1746888173.3735094,64,28,51
1746888173.3775291,102,47,59
1746888173.3785746,74,31,49
1746888173.3821077,105,61,68
1746888173.3836515,96,41,66
1746888173.3867579,80,66,61
1746888173.388282,97,44,59
1746888173.391298,76,80,66
1746888173.3933222,97,67,54
1746888173.3958492,61,71,62
1746888173.3978603,83,70,57
1746888173.401004,45,79,62
1746888173.402514,79,62,58
1746888173.4055352,13,74,60
1746888173.4074616,67,82,58
1746888173.4099813,-9,88,62
1746888173.4125016,30,77,55
1746888173.415015,-32,78,56
1746888173.4175746,16,88,52
1746888173.4201107,-49,66,50
1746888173.4226403,-6,79,59
1746888173.4251683,-79,73,56
1746888173.4271998,-32,83,63
1746888173.4306097,-87,72,55
1746888173.4316554,-54,81,51
1746888173.435683,-102,53,48
1746888173.4361925,-82,66,61
1746888173.4401984,-94,58,38
1746888173.4413328,-97,72,60
1746888173.4448874,-87,43,44
1746888173.4459012,-95,64,58
1746888173.4499164,-86,34,36
1746888173.4509208,-95,54,42
1746888173.4544268,-64,32,41
1746888173.4554322,-103,49,55
1746888173.4599395,-49,28,44
1746888173.4599395,-93,30,34
1746888173.4645238,-69,38,35
1746888173.465029,-28,13,31
1746888173.4690487,-48,15,37
1746888173.470281,9,-2,44
1746888173.4738166,-20,5,46
1746888173.4748232,22,-9,35
1746888173.4783363,-3,-3,44
1746888173.4793468,43,-17,29
1746888173.4833689,18,-19,32
1746888173.483877,69,-23,23
1746888173.4879391,56,-13,26
1746888173.4884682,87,-48,15
1746888173.492474,72,-24,26
1746888173.4929793,92,-54,13
1746888173.4969862,90,-29,23
1746888173.497494,107,-50,17
1746888173.501518,101,-44,22
1746888173.502028,103,-55,19
1746888173.5060468,96,-56,16
1746888173.5065563,96,-69,8
1746888173.5110924,96,-69,23
1746888173.511608,69,-80,0
1746888173.5156147,83,-69,13
1746888173.5161197,67,-81,16
1746888173.5201423,82,-74,1
1746888173.520653,27,-84,2
1746888173.5246842,56,-69,16
1746888173.5251937,16,-85,8
1746888173.5292003,28,-78,8
1746888173.5297062,-13,-88,-6
1746888173.5337272,15,-71,-5
1746888173.535231,-30,-72,-6
1746888173.538245,-17,-82,4
1746888173.5398674,-53,-69,-1
1746888173.5428917,-43,-76,5
1746888173.544707,-69,-71,-6
1746888173.547722,-52,-75,-6
1746888173.5497339,-84,-61,-22
1746888173.552252,-70,-66,-2
1746888173.5547702,-107,-66,-25
1746888173.5567799,-86,-72,-7
1746888173.5592911,-91,-54,-15
1746888173.5613017,-99,-70,-20
1746888173.5638156,-105,-44,-13
1746888173.5658236,-102,-49,-29
1746888173.5682864,-91,-34,-27
1746888173.5702968,-90,-44,-13
1746888173.5733032,-68,-25,-34
1746888173.5750592,-90,-45,-17
1746888173.5780902,-55,-14,-26
1746888173.580047,-76,-38,-21
1746888173.583068,-20,-18,-39
1746888173.5848155,-52,-26,-29
1746888173.5878947,-1,0,-26
1746888173.5894141,-33,-20,-38
1746888173.5924213,28,16,-40
1746888173.59393,-8,-9,-34
1746888173.5969372,44,28,-36
1746888173.5984523,22,12,-39
1746888173.6019864,71,32,-39
1746888173.603002,45,22,-40
1746888173.6070242,93,45,-52
1746888173.6075466,60,21,-51
1746888173.611552,93,48,-47
1746888173.6130629,88,47,-43
1746888173.616575,94,57,-58
1746888173.617583,88,47,-37
1746888173.6215754,99,56,-45
1746888173.6220973,96,51,-46
1746888173.6261036,89,75,-46
1746888173.6266088,99,64,-56
1746888173.6306164,84,69,-45
1746888173.6311345,89,74,-56
1746888173.6351428,56,81,-53
1746888173.6364186,81,80,-48
1746888173.6399803,43,74,-54
1746888173.6409998,49,72,-53
1746888173.6445124,7,75,-53
1746888173.6457884,27,70,-57
1746888173.6493268,-20,87,-51
1746888173.6508863,6,71,-66
1746888173.6539075,-41,70,-55
1746888173.6554394,-10,75,-63
1746888173.6584682,-59,78,-65
1746888173.660483,-45,77,-61
1746888173.663022,-76,72,-61
1746888173.6650312,-52,69,-56
1746888173.6680477,-94,71,-59
1746888173.670055,-72,69,-51
1746888173.6725671,-91,69,-61
1746888173.6745791,-81,74,-66
1746888173.6771305,-98,47,-62
1746888173.6791441,-91,55,-66
1746888173.6817262,-95,54,-56
1746888173.6837335,-105,50,-50
1746888173.6862643,-88,47,-53
1746888173.6882873,-100,42,-61
1746888173.690743,-73,23,-50
1746888173.692767,-83,31,-58
1746888173.6952877,-47,21,-61
1746888173.6972957,-72,27,-56
1746888173.6998088,-19,12,-62
1746888173.7019136,-41,15,-68
1746888173.7043033,4,-10,-65
1746888173.706355,-33,9,-49
1746888173.7089214,28,-15,-63
1746888173.7109504,-5,2,-64
1746888173.7133555,56,-22,-58
1746888173.71546,17,-6,-47
1746888173.7179375,72,-26,-44
1746888173.7203689,42,-29,-46
1746888173.72238,84,-48,-45
1746888173.724896,59,-36,-57
1746888173.7269173,90,-47,-58
1746888173.7299209,80,-29,-44
1746888173.7314644,90,-50,-45
1746888173.7344837,87,-39,-42
1746888173.735996,106,-71,-50
1746888173.7390394,99,-57,-57
1746888173.741059,82,-67,-51
1746888173.7436197,95,-62,-57
1746888173.7456355,67,-63,-46
1746888173.7482843,82,-69,-46
1746888173.7508564,59,-80,-44
1746888173.7528877,69,-71,-53
1746888173.7553139,29,-71,-39
1746888173.7572916,61,-82,-46
1746888173.7598422,9,-74,-31
1746888173.7618608,27,-70,-47
1746888173.7647705,-6,-70,-28
1746888173.7668018,9,-83,-46
1746888173.7693155,-44,-69,-41
1746888173.7713475,-4,-76,-42
1746888173.7738686,-59,-67,-24
